0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
-1.2561685859437703;-0.376417696279579;0.22010864313097714;-0.6496822547834686;-0.04786976996463643;-0.7783522819243519;-0.25798354269508944;-0.3218871754501658;0.16396922879773726;0.31290999236538;-0.43890127980538995;-0.0834532361389916;-0.21810969954431875;0.7286331847717439;0.07721825665424244;-1.1116090535656364;-0.27763880513036554;0.1090063340353032;-0.49199639838781256;-0.13040085055886239;-0.7454012838324691;-0.6992708524990144;-0.68523063108112;-0.41318700938337316;0.10483718323204515;0.5951831092705102
-0.7306545613676608;-0.8015647969063179;-0.19440851699082312;-0.4815118779702422;-0.11964134146267544;0.06593933364295435;-0.11921949260248002;0.4709316739382879;-0.3261438301974913;-0.9075226201205963;-0.07350439851682208;-0.5136746350777641;-0.2384417833598443;0.003732485571319831;0.4308479379354502;0.3484264191326954;-0.4925853273392503;0.7609825912245171;-0.029186400115840005;-0.3585193472215202;-0.7045139330364925;-0.45268208830373846;-0.87025932951151;-0.22186577632157997;0.15162555660956895;-0.38714532483565217
-0.7537591377254882;0.16939007575592255;0.18601742174174096;-0.35061595135068246;-1.0761798505926357;-0.22423480443319563;-0.3492098213515446;0.4305307817625599;0.5393902498369424;0.06999512066098726;0.04570945069908865;0.17823150578441072;0.25794916559567876;0.35931448984447417;0.29326048351273515;-0.6541196436316089;-0.673682677338015;0.5992474778910781;0.5275863870928478;-1.3707243836239607;0.5604551757761167;-0.025988908467808564;-0.5555968087832093;-0.41138960338786934;-0.04117639492905118;-0.7737026188309122
-0.30202358296816545;-0.8302540135816813;0.4629536977050525;-0.5646148765511275;0.5075008146639551;-0.10445759190373395;-0.4613326111307677;-0.8974363566657648;-1.3793711703073668;0.37984529398476946;-0.06808907607802751;0.36059660513396075;0.014850612122128449;-0.4306927809461295;-0.03936739845637229;-0.04150319503716222;-0.7437139261399516;-0.3099298765747805;0.726302720765306;-0.8139785249021755;-0.32758081766821473;-0.22773259654649444;0.2646929525444194;0.6362251944326065;0.018651355996918546;-0.8536314614604856
-0.838420686837087;-0.23636154441738624;0.7193600979012366;-0.4533981684022729;0.7536625680832668;-0.2755390180833986;0.6891087542405869;0.4737300942947539;-0.2223625140455613;-0.46939583116151373;-0.2559343728584617;-0.5580222327774118;-0.8296125840999771;-0.7297876257623145;-1.34604894366794;-0.4704650841901784;-1.173192970165423;-0.9703702251399065;-0.8570975969191669;-0.4227805404014748;0.4761575125335358;-1.100484316630216;0.1897535667640628;0.23655992481581586;0.28941362281892374;0.18669476073022412
-1.1053921927369912;0.3344631744896293;0.16668956897895368;0.1706093597546806;0.007207709022861687;0.43034942415656946;0.1406993512100248;0.2776543945055547;0.6452830137797818;0.19566258654319432;0.19941842150826752;-1.3341394868541923;0.28671030525456775;-0.7837988763959737;-1.5205239744063423;-0.03367487787154757;-0.47519627113288526;-0.5385547816949526;0.10117945613045215;-0.16422742240160176;-0.5406308467869879;0.2769954615665804;0.27033158218401143;-0.5329182813385783;-0.2105410181377083;-0.8076181986704264
-0.737805749433355;-0.15247577841455476;-0.3527585296625188;0.27554995660644005;0.1724894909606161;-0.13830013337242753;-0.20695898846121188;-1.0700250695918554;-0.6685499270630164;-0.5912716657724667;0.6474988313727542;0.31404101088004066;0.178293197098273;-0.601606722898211;-0.595462491949132;0.26827419981910017;0.6991896044108228;-0.6560842763727229;-1.1957682626730266;0.5021428793236201;0.46757049567776676;-0.18670591324284258;-0.2208143550020628;0.8190702447058112;-0.2600174003504034;0.5961090845502895
-0.20663341519088232;-0.2557032570685218;-1.1170847462435678;-0.4640140520465757;-1.0667495181701458;-0.7055636619388075;-0.22056585233158704;-0.5286612866171299;-0.6998819646083516;0.6137657725225385;-0.7967348304942282;-0.9423400887993407;-0.9637771955800809;-0.09816727025513915;-0.08591823279754192;-1.0675415515049198;-0.9180473527955221;-0.8055734367937573;0.5855686358787032;0.09607918742094382;-0.6160803247779196;-0.7897536260796899;0.6523337036019704;0.0514959102899016;-0.5923959829181639;-1.1094180551325765
0.4735649247301908;-0.4517478407871196;-0.5289788562315197;-0.21937634355838034;0.25738212281465794;-0.24098452772930495;-0.3737651100589018;0.08299072512399577;-0.6439981063740644;0.5324181255349345;-0.6651128023862091;-1.1618348492975015;0.54518614224133;0.36982683457287296;0.18049376433706776;0.7390491772323425;0.04523821636048155;-0.5192578162812792;0.7004711530198792;-0.15238179260075493;-0.8917618869436269;0.4770412706170358;-0.4617201392600934;0.8081678884037645;-0.027000827110411588;-0.6359853428141626
0.1392067955808258;1.2654654663042544;-0.3469653901796923;0.7472539167756237;-0.3693076819382211;-0.9120203920467057;0.8089096361679693;-0.9194414968904306;-0.4753479680188625;0.08597747956636759;-0.7500068358038893;0.7118262237215648;1.2200384034346707;-0.6612851244047573;-0.5384034777065085;0.7966244662300765;0.3460577719099787;-0.9921249013195675;0.11887934822394218;-1.080100639602914;-0.07072971191300766;-0.7928791006935625;0.0653775571678878;0.19968334899769974;0.3161129760209065;0.6443920333753873
